FID,OID_,Name,FolderPath,Longitude,Latitude,Region,Country,Geomorphic,Proxies,Year,Cite,Authors,Paper_Othe,OBJECTID
471,0,Morales 2008,LatMed32.kmz/Lugares temporales/Europe,-6.968423169190000,37.242157179099998,Europe (Eu),Spain,"Estuary, River overbanks","Stratigraphy, Macrofossils",2008.000000000000000,"(Morales et al., 2008)","Morales, J.A., Borrego, J., San Miguel, E.G., López-González, N., Carro, B.",Sedimentary record of recent tsunamis in the Huelva Estuary (southwestern Spain).,350
472,0,Moreira 2017,LatMed32.kmz/Lugares temporales/Europe,-8.333226474120000,37.096654617900001,Europe (Eu),Portugal,Coastal lagoon,"Stratigraphy, Geochemistry, Grain size, Mineralogy (Heavy)",2017.000000000000000,"(Moreira et al., 2017)","Moreira, S., Costa, P.J.M., Andrade, C., Ponte Lira, C., Freitas, M.C., Oliveira, M.A., Reichart, G.J., Reichart, G.J",High resolution geochemical and grain-size analysis of the AD 1755 tsunami deposit: Insights into the inland extent and inundation phases.,351
473,0,Morner 2020,LatMed32.kmz/Lugares temporales/Europe,18.303749712900000,59.262655484200003,Europe (Eu),Sweden,Coastal Lake,Stratigraphy,2020.000000000000000,"(Mörner et al., 2020)","Mörner, N.-A., Ambrosiani, B., Ambrosiani, P.A.", A Mega-Tsunami in the Baltic Sea 1171 BC: Geological Records with Special Reference to the Lake Mälaren Area in Sweden,352
474,0,Paris 2022,LatMed32.kmz/Lugares temporales/Europe,25.363770052900001,36.735760369799998,Europe (Eu),Greece,Coastal plain,"Stratigraphy, Grain size, CT-Xray, Geochemistry",2022.000000000000000,"(Paris et al., 2022)","Paris, R., Smedile, A., Falvard, S., Devidal, J.-L., Suchorski, K.","A Minoan and a Neolithic tsunami recorded in coastal sediments of Ios Island, Aegean Sea, Greece",353
475,0,Paris 2022,LatMed32.kmz/Lugares temporales/Europe,25.375601687600000,36.660164411799997,Europe (Eu),Greece,Coastal plain,"Stratigraphy, Grain size, CT-Xray, Geochemistry",2022.000000000000000,"(Paris et al., 2022)","Paris, R., Smedile, A., Falvard, S., Devidal, J.-L., Suchorski, K.","A Minoan and a Neolithic tsunami recorded in coastal sediments of Ios Island, Aegean Sea, Greece",354
476,0,Perez-Torrado 2006,LatMed32.kmz/Lugares temporales/Europe,-15.700073284900000,28.104046448900000,Europe (Eu),Spain,Terraces,"Stratigraphy, sedimentary structures, Geomorphology, Macrofossils",2006.000000000000000,"(Pérez-Torrado et al., 2006)","Pérez-Torrado, F.J., Paris, R., Cabrera, M.C., Schneider, J.L., Wassmer, P., Carracedo, J.C., Rodríguez-Santana, Á., Santana, F","Tsunami deposits related to flank collapse in oceanic volcanoes: The Agaete Valley evidence, Gran Canaria, Canary Islands",355
477,0,Pilarzick 2012,LatMed32.kmz/Lugares temporales/Europe,59.516924167900001,22.555918737900001,Europe (Eu),Oman (Asia),Coastal lagoon,"Stratigraphy, Grain size, Macrofossils, Foraminifera",2012.000000000000000,"(Pilarczyk and Reinhardt, 2012b)","Pilarczyk, J.E., Reinhardt, E.G.","Testing foraminiferal taphonomy as a tsunami indicator in a shallow arid system lagoon: Sur, Sultanate of Oman",356
478,0,Quintela 2016,LatMed32.kmz/Lugares temporales/Europe,-8.352371910040000,37.102313656699998,Europe (Eu),Portugal,Estuary,"Stratigraphy, Foraminifera, Grain size, LOI",2016.000000000000000,"(Quintela et al., 2016)","Quintela, M., Costa, P.J.M., Fatela, F., Drago, T., Hoska, N., Andrade, C., Freitas, M.C.",The AD 1755 tsunami deposits onshore and offshore of Algarve (south Portugal): Sediment transport interpretations based on the study of Foraminifera assemblages,357
479,0,Rasmussen 2018,LatMed32.kmz/Lugares temporales/Europe,19.967727856000000,69.757387064699998,Europe (Eu),Norway,Coastal lake,"Stratigraphy, Mollusk, LOI, Magnetic Susceptibility",2018.000000000000000,"(Rasmussen et al., 2018)","Rasmussen, H., Bondevik, S., Corner, G.D","Holocene relative sea level history and Storegga tsunami run-up in Lyngen, northern Norway",358
480,0,Reicherter 2010-1,LatMed32.kmz/Lugares temporales/Europe,-5.906246563930000,36.186916068099997,Europe (Eu),Spain,Marshes,"Stratigraphy, Magnetic susceptibility, Macrofossil, Grain size",2010.000000000000000,"(Reicherter et al., 2010)","Reicherter, K., Vonberg, D., Koster, B., Fernández-Steeger, T., Grützner, C., Mathes-Schmidt, M.",The sedimentary inventory of tsunamis along the southern gulf of cádiz (Southwestern Spain).,359
481,0,Reicherter 2010-2,LatMed32.kmz/Lugares temporales/Europe,-5.848172706110000,36.138460001799999,Europe (Eu),Spain,Paleo sand dunes,"Stratigraphy, Magnetic susceptibility, Macrofossil, Grain size",2010.000000000000000,"(Reicherter et al., 2010)","Reicherter, K., Vonberg, D., Koster, B., Fernández-Steeger, T., Grützner, C., Mathes-Schmidt, M.",The sedimentary inventory of tsunamis along the southern gulf of cádiz (Southwestern Spain).,360
482,0,Reicherter 2010-3,LatMed32.kmz/Lugares temporales/Europe,-5.619952487920000,36.030277624699998,Europe (Eu),Spain,Marshes,"Stratigraphy, Magnetic susceptibility, Macrofossil, Grain size",2010.000000000000000,"(Reicherter et al., 2010)","Reicherter, K., Vonberg, D., Koster, B., Fernández-Steeger, T., Grützner, C., Mathes-Schmidt, M.",The sedimentary inventory of tsunamis along the southern gulf of cádiz (Southwestern Spain).,361
483,0,Riuz 2005,LatMed32.kmz/Lugares temporales/Europe,-6.395613828020000,36.926514451199999,Europe (Eu),Spain,Marshes,"Stratigraphy, Geomorphology, Mineralogy, Macrofossil, Ostracoda",2005.000000000000000,"(Ruiz et al., 2005)","Ruiz, F., Rodríguez-Ramírez, A., Cáceres, L.M., Vidal, J.R., Carretero, M.I., Abad, M., Olías, M., Pozo, M",Evidence of high-energy events in the geological record: Mid-holocene evolution of the southwestern Doñana National Park (SW Spain).,362
484,0,Ruiz 2013-1,LatMed32.kmz/Lugares temporales/Europe,-7.392576390990000,37.185586252999997,Europe (Eu),Spain,Marshes,"Stratigraphy, Sedimentary structure, Geomorphology",2013.000000000000000,"(Ruiz et al., 2013)","Ruiz, F., Rodríguez-Vidal, J., Abad, M., Cáceres, L.M., Carretero, M.I., Pozo, M., Rodríguez-Llanes, J.M., Gómez-Toscano, F., Izquierdo, T., Font, E., Toscano, A",Sedimentological and geomorphological imprints of Holocene tsunamis in southwestern Spain: An approach to establish the recurrence period.,363
485,0,Ruiz 2013-2,LatMed32.kmz/Lugares temporales/Europe,-6.967987087930000,37.229064682400001,Europe (Eu),Spain,Estuary,"Stratigraphy, Sedimentary structure, Geomorphology",2013.000000000000000,"(Ruiz et al., 2013)","Ruiz, F., Rodríguez-Vidal, J., Abad, M., Cáceres, L.M., Carretero, M.I., Pozo, M., Rodríguez-Llanes, J.M., Gómez-Toscano, F., Izquierdo, T., Font, E., Toscano, A",Sedimentological and geomorphological imprints of Holocene tsunamis in southwestern Spain: An approach to establish the recurrence period.,364
486,0,Ruiz 2013-3,LatMed32.kmz/Lugares temporales/Europe,-6.380033497150000,36.907681664599998,Europe (Eu),Spain,Marshes,"Stratigraphy, Sedimentary structure, Geomorphology",2013.000000000000000,"(Ruiz et al., 2013)","Ruiz, F., Rodríguez-Vidal, J., Abad, M., Cáceres, L.M., Carretero, M.I., Pozo, M., Rodríguez-Llanes, J.M., Gómez-Toscano, F., Izquierdo, T., Font, E., Toscano, A",Sedimentological and geomorphological imprints of Holocene tsunamis in southwestern Spain: An approach to establish the recurrence period.,365
487,0,Ruiz 2013-4,LatMed32.kmz/Lugares temporales/Europe,-6.197745995080000,36.585115059800003,Europe (Eu),Spain,Estuary,"Stratigraphy, Sedimentary structure, Geomorphology",2013.000000000000000,"(Ruiz et al., 2013)","Ruiz, F., Rodríguez-Vidal, J., Abad, M., Cáceres, L.M., Carretero, M.I., Pozo, M., Rodríguez-Llanes, J.M., Gómez-Toscano, F., Izquierdo, T., Font, E., Toscano, A",Sedimentological and geomorphological imprints of Holocene tsunamis in southwestern Spain: An approach to establish the recurrence period.,366
